ID,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Amount Purchased,Children,Clusters
6260,3,4,82384.0,110,55,984,51,432,180,120,190,1,3,10,13,1,0,1,70,1957,0,0
10383,2,0,70287.0,174,30,295,35,482,121,120,40,1,5,5,10,3,0,1,59,1093,0,0
7437,2,3,27938.0,570,31,13,0,8,2,1,5,1,1,0,4,3,0,0,37,29,1,1
8375,4,1,55954.0,529,63,447,0,28,0,0,43,3,8,2,6,7,0,0,57,518,1,3
6853,3,3,75777.0,230,12,712,26,538,69,13,80,1,3,6,11,1,0,1,43,1438,0,0
3076,2,4,66653.0,28,18,452,18,102,16,18,6,4,4,2,12,3,0,0,50,612,2,3
1012,2,3,61823.0,188,26,523,7,134,37,14,169,4,8,2,10,7,0,0,73,884,1,3
6518,4,5,67680.0,432,8,546,0,48,0,6,6,1,7,3,8,5,0,0,74,606,1,2
4137,2,4,70666.0,292,29,398,40,367,119,122,30,1,7,4,4,4,0,0,77,1076,0,0
8082,2,1,25721.0,270,75,1,3,6,3,6,15,1,1,1,2,7,0,1,54,34,1,1
1386,2,4,32474.0,644,0,10,0,1,0,0,0,1,1,0,2,7,0,0,58,11,2,1
4477,2,4,69096.0,395,4,247,49,159,7,82,109,1,5,2,10,4,0,0,67,653,1,2
1357,2,4,74854.0,342,90,856,59,487,58,29,73,7,2,5,5,5,0,0,55,1562,3,2
1402,3,1,66991.0,101,1,496,36,460,189,60,12,3,4,8,6,3,0,0,71,1253,0,0
6312,2,1,65031.0,210,29,258,107,291,84,37,86,4,10,3,13,7,0,0,66,863,1,2
8132,4,1,60631.0,254,88,565,6,65,0,6,19,5,9,2,8,7,0,0,50,661,2,3
1050,2,1,28332.0,572,58,14,10,13,4,15,9,1,2,1,4,2,0,0,73,65,0,1
5846,2,0,40246.0,132,68,2,1,6,2,1,1,1,1,0,2,6,0,0,48,13,1,1
1859,3,1,75251.0,51,34,721,111,925,97,18,18,1,7,6,5,5,0,1,53,1890,0,0
7503,2,3,75825.0,124,40,1032,105,779,137,105,51,0,5,8,9,4,0,1,49,2209,0,0
10401,0,4,26326.0,232,12,1,0,5,0,3,9,1,0,0,3,3,1,0,49,18,0,1
1618,2,4,56046.0,171,9,577,0,64,0,0,51,2,10,1,8,8,0,1,60,692,0,3
3332,2,3,29760.0,53,87,64,4,68,7,5,17,4,3,1,4,8,0,0,40,165,1,1
2261,2,1,26304.0,302,5,4,1,5,2,0,4,1,1,0,2,7,0,0,56,16,1,1
5346,0,1,23559.0,203,87,25,5,19,7,0,23,3,3,0,3,7,0,0,52,79,1,1
4119,3,4,38620.0,431,56,112,17,44,34,22,89,1,2,5,3,3,0,0,62,318,0,1
535,2,0,81361.0,523,18,163,23,424,27,65,76,1,3,10,13,1,0,0,38,778,0,0
5268,2,1,29440.0,434,95,17,8,14,10,4,3,2,1,0,4,7,0,0,65,56,2,1
273,3,1,36138.0,323,48,130,0,16,0,0,5,5,3,1,4,7,0,0,55,151,2,1
4452,2,3,50388.0,590,3,292,6,37,0,3,34,4,6,1,6,7,0,1,68,372,1,3
8504,2,1,79593.0,650,70,350,60,568,110,133,145,1,5,6,7,2,0,0,52,1366,0,0
771,2,4,54178.0,496,79,135,9,39,4,0,7,1,2,2,5,2,0,0,58,194,1,1
11178,3,3,42394.0,540,69,15,2,10,0,1,4,1,1,0,3,7,0,0,53,32,1,1
2230,4,1,23626.0,587,84,27,2,14,0,0,0,3,3,1,3,5,0,0,55,43,1,1
7516,2,1,30096.0,585,30,5,3,11,12,5,9,1,2,0,3,6,0,0,42,45,1,1
7247,2,5,47916.0,113,72,505,0,26,0,0,75,5,7,4,6,6,0,0,65,606,1,3
11100,2,0,51813.0,430,37,51,2,7,0,1,2,2,2,0,3,7,0,0,53,63,2,1
4646,0,1,78497.0,154,44,207,26,447,75,0,223,1,5,7,12,2,0,0,74,978,0,0
3037,4,1,50150.0,299,32,135,46,92,65,61,11,2,5,2,7,5,0,0,42,410,0,2
1473,0,3,47823.0,330,0,53,1,5,2,1,10,2,2,0,3,8,0,0,65,72,1,1
1016,4,3,34554.0,547,43,41,1,6,2,0,5,2,2,0,3,6,0,0,66,55,1,1
9370,4,1,65846.0,266,68,562,81,276,80,40,81,1,6,3,6,4,0,0,80,1120,0,2
8373,1,4,24594.0,408,94,1,3,6,10,0,9,1,1,0,3,5,0,0,46,29,1,1
7533,2,1,49096.0,392,15,144,1,32,2,1,7,4,4,1,4,7,0,0,61,187,2,1
2683,2,1,52413.0,172,56,295,106,271,75,98,65,4,6,4,12,6,0,0,56,910,2,2
3629,2,3,38557.0,132,17,76,3,31,4,4,27,2,3,1,3,7,0,0,47,145,1,1
5077,2,4,77298.0,181,46,425,115,292,23,35,79,1,6,6,11,3,0,0,46,969,1,0
7431,4,3,68126.0,80,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,34,1820,0,2
3267,3,4,57288.0,612,27,527,0,21,0,0,60,3,8,1,8,6,0,0,62,608,1,3
9215,4,1,43974.0,126,19,378,0,101,0,0,72,5,6,4,6,7,0,0,45,551,1,3
2286,2,3,50785.0,405,27,64,1,21,0,1,27,2,2,1,3,6,0,0,63,114,2,1
367,0,1,36550.0,189,74,47,90,94,123,103,120,5,9,1,5,9,0,0,47,577,1,3
5234,0,4,30753.0,433,85,12,5,25,0,9,30,2,1,1,3,5,0,0,58,81,2,1
9862,2,4,21918.0,439,37,1,6,7,11,5,3,2,2,0,3,6,0,0,56,33,1,1
9805,3,4,56129.0,299,65,320,48,133,39,72,48,4,6,2,10,4,0,0,72,660,1,2
6205,3,3,32557.0,522,13,34,3,29,0,4,10,3,2,1,3,5,0,1,58,80,1,1
8442,3,1,19510.0,232,63,9,0,7,3,4,7,2,1,0,3,7,0,0,40,30,2,1
7386,2,0,30992.0,244,83,17,0,14,7,3,2,1,1,0,3,7,0,0,49,43,1,1
1491,0,4,71488.0,188,87,162,33,124,40,28,172,2,3,4,7,1,0,0,60,559,0,0
11071,2,3,79607.0,243,37,450,133,951,173,0,216,1,3,6,6,1,0,1,41,1923,0,0
3381,3,1,54348.0,627,51,70,0,16,0,0,4,2,2,0,4,6,0,0,72,90,2,1
11051,4,4,77376.0,638,72,492,19,110,16,12,12,4,6,3,10,4,0,0,69,661,2,2
8026,2,1,62998.0,397,10,120,58,73,65,89,58,5,5,4,5,5,0,0,73,463,1,2
433,3,2,61331.0,400,42,534,5,47,0,5,41,5,11,1,6,8,0,0,67,632,2,3
9597,2,1,73448.0,635,10,236,106,189,23,41,130,1,7,2,9,4,0,0,56,725,0,2
5290,4,1,41551.0,351,51,220,0,33,3,0,23,5,5,1,5,8,0,0,61,279,2,3
1685,4,4,62981.0,210,21,796,14,590,38,44,0,1,4,5,13,3,0,0,58,1482,0,2
9579,4,1,33762.0,315,61,53,1,34,2,0,16,3,2,2,2,8,0,0,66,106,3,1
7660,4,2,35860.0,584,37,15,0,8,4,2,20,2,1,1,2,5,0,1,52,49,2,1
1461,4,0,36921.0,335,74,17,1,12,3,1,4,2,2,0,3,7,0,0,60,38,2,1
11084,3,4,65104.0,439,4,738,0,232,13,20,50,2,3,5,7,7,0,1,49,1053,1,2
2937,4,3,68352.0,365,47,614,16,132,43,33,33,3,8,5,9,6,0,0,51,871,1,2
9701,2,4,41883.0,212,13,32,34,41,73,16,116,3,4,2,3,7,0,0,37,312,1,1
9949,2,1,59809.0,87,36,598,16,141,32,41,49,3,3,3,6,8,0,0,49,877,2,3
10837,2,1,23957.0,96,47,2,1,18,20,11,16,1,2,0,3,6,0,1,50,68,1,1
3120,2,4,38547.0,365,49,6,1,10,0,1,4,1,1,0,2,8,1,0,44,22,1,1
5885,0,1,35688.0,46,94,73,3,90,12,1,32,7,4,1,4,8,0,0,52,211,3,3
4050,3,1,49605.0,608,65,42,16,29,12,20,8,1,2,1,4,3,0,0,59,127,0,1
3830,3,1,59354.0,566,59,295,21,78,39,13,13,1,4,4,7,3,0,0,72,459,2,2
7987,2,1,65747.0,619,96,346,17,48,23,13,13,4,8,1,6,6,0,0,56,460,1,3
7798,0,4,46344.0,127,28,233,20,57,8,20,91,4,7,1,5,7,0,0,53,429,1,3
92,2,2,34176.0,650,12,5,7,24,19,14,20,4,3,0,4,6,0,0,37,89,1,1
7055,4,4,61010.0,58,57,888,0,57,0,0,76,2,8,5,11,5,0,0,73,1021,1,2
10240,2,4,69372.0,189,10,997,26,269,34,13,42,1,10,4,6,4,0,1,76,1381,0,2
3025,2,3,49967.0,345,4,212,6,69,4,12,3,3,6,1,5,7,0,0,67,306,1,3
9283,2,3,60199.0,462,49,8,1,7,2,0,0,1,0,0,3,4,0,0,47,18,3,1
9970,2,4,55375.0,413,3,42,11,57,10,28,14,1,1,1,6,2,0,0,48,162,1,1
2730,2,3,80317.0,357,64,536,11,387,149,91,57,1,3,4,10,1,0,0,70,1231,0,0
2795,3,3,30523.0,149,0,5,0,3,0,0,5,1,1,0,2,7,0,0,67,13,3,1
9260,4,1,70356.0,20,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,80,1706,0,2
8182,2,1,23228.0,573,91,53,3,49,7,4,5,4,3,0,4,8,0,0,41,121,1,1
10095,4,0,74165.0,147,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,50,1293,0,2
4370,2,4,43482.0,438,83,18,1,32,6,3,28,3,2,0,4,6,0,0,59,88,3,1
10573,2,0,62551.0,442,27,125,16,98,134,21,27,1,6,7,4,3,0,0,72,421,0,2
3712,2,0,52332.0,365,63,212,5,33,7,0,2,1,3,2,6,4,0,0,66,259,0,1
6637,2,3,66951.0,181,46,277,162,305,173,76,124,1,3,4,7,1,0,0,37,1117,0,0
3152,2,4,26091.0,523,84,15,10,19,8,17,20,3,2,1,3,5,0,0,68,89,2,1
5610,2,4,33456.0,563,58,7,3,10,8,1,7,2,1,0,3,7,0,0,60,36,2,1
6460,2,1,28718.0,320,78,12,4,6,11,8,16,2,2,0,3,8,0,0,43,57,1,1
1349,2,1,50447.0,563,4,85,7,24,2,3,27,1,3,1,3,6,0,0,55,148,2,1
1880,4,4,53537.0,505,17,81,0,6,0,0,6,2,2,1,3,5,0,0,66,93,2,1
641,2,3,52074.0,552,77,59,0,12,0,0,48,1,2,2,2,4,0,0,58,119,1,1
8717,4,1,80427.0,123,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,50,1835,1,0
10314,4,1,83837.0,129,79,847,66,119,86,89,111,1,9,10,5,4,0,1,77,1318,0,0
10854,4,1,38853.0,586,90,29,0,14,0,0,2,2,2,0,3,7,0,0,55,45,2,1
10492,2,4,38285.0,611,96,2,0,5,2,0,1,1,0,0,3,2,0,0,66,10,3,1
6935,0,1,78497.0,154,44,207,26,447,75,0,223,1,5,7,12,2,0,0,74,978,0,0
7698,4,1,51650.0,644,81,152,3,22,2,5,7,1,4,1,4,5,0,0,49,191,1,1
10562,3,1,66835.0,396,21,620,26,195,34,17,141,1,6,4,13,2,0,0,79,1033,0,2
10796,3,1,30477.0,497,16,47,1,6,0,0,12,1,1,1,3,6,0,0,41,66,1,1
2563,1,1,28249.0,602,80,1,9,7,2,14,10,1,2,0,3,6,0,0,64,43,0,1
3518,2,1,25271.0,21,45,10,1,18,10,4,7,1,1,1,2,9,0,0,42,50,1,1
5823,4,3,32303.0,624,63,35,0,2,0,0,2,2,1,0,4,5,0,0,55,39,1,1
3934,2,1,61286.0,178,34,356,0,107,19,9,117,2,7,1,8,5,0,0,59,608,1,3
6982,2,1,74068.0,212,14,783,30,537,140,76,15,1,4,10,9,2,0,0,49,1581,0,0
6431,4,1,45759.0,193,13,42,1,18,3,0,4,2,2,0,3,7,0,0,61,68,2,1
9733,1,4,24882.0,57,52,1,4,10,29,0,36,1,1,1,2,6,0,0,47,80,1,1
5602,4,4,66973.0,266,98,466,22,432,147,113,102,1,8,7,12,3,0,0,36,1282,0,0
7829,0,0,36640.0,394,99,15,6,8,7,4,25,1,2,1,2,5,1,0,125,65,1,1
1324,2,1,38872.0,279,93,23,3,21,3,19,22,2,3,0,3,8,0,0,37,91,1,1
326,2,1,51148.0,188,38,235,6,45,8,9,12,4,5,1,6,6,0,0,52,315,2,3
7224,2,1,31353.0,482,24,10,0,10,3,1,7,2,1,1,2,8,0,0,48,31,2,1
6999,3,1,69661.0,579,80,656,16,106,32,16,8,1,7,3,12,3,0,0,45,834,0,2
9938,2,1,80067.0,387,82,519,17,813,27,173,51,1,4,6,6,2,0,0,71,1600,0,0
3182,4,3,46854.0,548,81,96,1,79,7,1,79,6,5,1,3,8,0,1,52,263,2,3
7300,2,0,69142.0,616,50,448,4,34,6,4,39,3,8,1,7,5,0,0,73,535,1,2
10424,2,3,75922.0,380,60,265,138,553,224,23,92,1,4,4,9,1,0,0,57,1295,0,0
8727,2,0,63693.0,410,63,587,43,337,42,87,54,3,11,6,9,6,0,0,47,1150,1,2
1030,4,3,40637.0,324,72,22,0,13,0,0,3,2,1,0,3,7,0,0,60,38,2,1
5176,2,4,29604.0,349,88,7,6,13,7,6,14,1,1,0,3,9,0,0,37,53,1,1
5552,3,0,48721.0,262,50,81,18,113,47,13,21,6,4,2,5,6,0,0,62,293,2,3
868,2,1,44794.0,627,99,54,0,7,0,0,4,1,2,0,3,6,0,0,59,65,1,1
380,2,0,64497.0,78,17,1170,48,320,42,32,192,5,11,4,9,8,0,1,71,1804,1,2
2677,2,4,46097.0,224,11,72,24,68,65,4,8,5,3,1,6,4,0,0,69,241,1,1
6521,2,4,77972.0,535,18,613,22,319,33,102,12,1,4,6,9,1,0,0,71,1101,0,0
6927,4,1,44377.0,19,70,224,0,30,0,0,10,8,5,1,5,8,0,0,57,264,2,3
2877,3,4,46014.0,162,21,410,0,59,19,9,44,10,7,1,8,7,0,0,51,541,2,3
0,2,1,70951.0,228,66,239,10,554,254,87,54,1,3,4,9,1,0,0,40,1198,0,0
1584,2,1,41443.0,488,79,171,7,171,25,19,89,6,8,1,5,8,0,0,48,482,1,3
7264,0,3,52195.0,650,2,12,0,4,0,0,1,1,1,0,2,8,0,0,47,17,3,1
6274,3,1,83790.0,440,81,1076,16,417,42,48,16,1,8,10,6,3,0,0,77,1615,0,0
1377,3,5,44551.0,368,24,182,4,33,0,0,66,2,4,1,5,7,0,0,71,285,1,1
454,2,4,69508.0,106,48,824,32,162,42,32,43,2,11,4,11,6,0,0,45,1135,1,2
1755,0,4,45204.0,643,93,30,11,25,29,1,18,1,1,1,4,3,0,0,37,114,1,1
2075,2,1,72460.0,439,56,377,10,540,80,30,10,1,3,5,7,1,0,0,56,1047,0,0
4785,4,4,77622.0,556,3,520,7,154,19,0,14,2,6,3,11,3,0,0,55,714,2,2
9076,4,1,30732.0,252,44,155,1,25,0,1,3,4,4,1,4,8,0,0,45,185,1,1
7079,2,0,63887.0,35,38,897,23,207,15,11,92,5,9,6,12,6,0,0,63,1245,1,2
4653,2,4,42011.0,219,46,131,0,16,2,1,39,4,3,1,4,8,0,0,47,189,1,1
7375,2,4,51369.0,93,84,297,7,79,0,11,182,2,8,2,4,8,0,0,49,576,1,3
709,2,0,51537.0,60,27,787,20,204,0,0,92,3,2,2,11,8,0,0,73,1103,1,3
460,4,1,79930.0,34,72,792,86,740,67,51,17,1,3,5,8,2,0,0,53,1753,0,0
3726,4,4,34320.0,516,66,4,1,9,3,0,0,1,1,0,2,8,0,0,39,17,1,1
6798,2,3,37070.0,213,30,231,7,137,4,15,39,9,5,1,8,7,0,1,59,433,2,3
5341,0,0,81975.0,252,2,983,76,184,180,138,27,1,6,3,4,7,0,0,63,1588,1,0
1606,2,4,38590.0,264,65,3,1,8,4,3,3,1,1,0,2,8,0,0,54,22,1,1
3233,4,1,62745.0,216,89,562,21,464,28,10,32,3,7,8,11,5,0,0,60,1117,1,2
89,0,1,22212.0,380,49,5,9,20,6,8,21,2,2,0,4,6,0,0,50,69,1,1
2936,3,4,23661.0,235,46,18,0,4,0,0,1,1,1,0,3,7,0,0,43,23,1,1
9449,4,3,79761.0,233,32,415,5,124,15,35,11,1,5,2,11,3,0,0,67,605,1,2
11004,0,3,60182.0,582,23,8,0,5,7,0,2,1,1,0,2,4,0,0,132,22,1,1
313,2,5,73455.0,424,98,901,61,757,186,163,20,1,6,5,10,3,0,0,57,2088,0,0
9940,2,4,64961.0,136,97,382,114,276,75,124,38,2,6,4,4,3,0,0,67,1009,1,0
10735,2,3,22804.0,338,75,14,1,7,2,1,1,1,2,0,2,9,0,0,54,26,1,1
9529,2,1,73687.0,451,8,559,153,503,218,13,181,1,3,9,9,2,0,1,35,1627,0,0
6439,2,1,61074.0,41,37,789,0,133,0,28,152,7,11,5,8,7,0,0,67,1102,1,3
7411,4,1,31686.0,578,31,11,0,5,0,0,1,2,1,0,3,6,0,0,61,17,2,1
2176,2,1,80134.0,269,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,53,1690,1,2
9265,2,1,75027.0,369,74,925,64,179,133,12,77,2,9,4,6,5,0,0,72,1390,1,2
8867,4,1,67546.0,55,90,864,134,768,150,38,172,1,4,10,5,3,0,0,37,2126,0,0
8932,3,4,65176.0,97,57,960,28,183,220,70,70,4,9,6,6,6,0,0,56,1531,1,0
10236,3,3,31160.0,384,59,16,3,25,6,1,13,2,2,0,3,8,0,0,50,64,1,1
6340,2,3,29938.0,423,52,3,3,7,0,2,11,2,1,0,3,6,0,0,40,26,1,1
2227,0,4,26490.0,68,92,45,47,52,21,20,25,2,3,1,5,6,0,0,67,210,0,1
10992,2,4,75702.0,53,77,650,28,353,45,42,30,5,4,6,11,8,0,0,58,1148,2,2
5304,4,3,30899.0,82,35,24,0,8,0,0,1,2,1,0,3,6,0,0,51,33,1,1
309,4,4,63342.0,85,48,918,21,118,13,10,21,3,8,3,5,6,0,0,64,1101,1,2
3406,2,3,45989.0,90,97,138,33,87,28,24,12,4,3,2,7,3,0,0,61,322,1,3
3153,4,3,40737.0,349,24,11,0,4,0,0,2,1,1,0,2,8,0,0,68,17,3,1
1184,4,0,69674.0,271,46,554,41,215,11,0,24,3,10,2,10,5,0,0,57,845,2,2
4200,3,1,44159.0,604,85,167,2,62,24,13,7,4,4,1,6,5,0,0,55,275,1,1
9396,4,1,37717.0,114,31,9,0,6,4,1,5,1,1,0,2,9,0,0,47,25,1,1
2387,3,4,43776.0,199,9,177,2,71,3,2,20,6,5,2,4,8,0,1,73,275,2,3
6690,3,1,38179.0,207,30,38,4,22,4,2,20,4,3,1,3,7,0,0,59,90,2,1
1225,2,1,80124.0,613,47,483,84,398,205,84,241,1,3,7,8,1,0,0,62,1495,0,0
9703,4,1,38097.0,84,70,77,2,35,0,1,69,4,3,2,2,7,0,1,55,184,2,3
291,2,1,72940.0,298,13,182,74,298,162,149,116,1,3,3,6,1,0,0,55,981,0,0
4557,2,4,22070.0,233,11,10,7,19,8,2,21,2,2,2,2,6,0,0,55,67,1,1
2379,2,3,69267.0,68,31,778,44,499,95,73,146,2,3,4,5,7,0,1,72,1635,0,0
5726,3,3,31788.0,537,15,16,7,23,0,8,6,3,3,0,4,5,1,0,42,60,1,1
3066,4,4,61905.0,550,2,167,0,43,6,2,13,2,4,2,4,5,0,0,50,231,1,1
6336,2,1,29315.0,597,55,13,2,14,8,7,4,4,2,0,4,6,0,0,65,48,2,1
10967,2,0,33378.0,282,38,33,6,40,3,7,10,3,2,0,4,7,0,0,62,99,2,1
2304,4,4,66313.0,384,86,625,7,99,10,22,7,2,6,3,12,4,0,0,62,770,1,2
3445,2,3,60714.0,159,56,216,162,224,101,92,162,2,7,4,10,5,0,1,69,957,0,0
7828,3,4,77882.0,572,29,68,129,396,188,22,15,1,3,3,5,1,0,0,44,818,0,0
3762,4,3,69867.0,174,30,196,0,512,33,130,54,1,3,5,8,1,0,1,39,925,0,0
4391,3,0,63841.0,243,64,635,15,100,20,7,131,1,9,3,9,6,0,0,57,908,1,2
4669,1,1,24480.0,428,46,4,19,9,28,25,17,3,3,0,4,7,0,0,44,102,1,1
10144,2,4,51369.0,93,84,297,7,79,0,11,182,2,8,2,4,8,0,0,49,576,1,3
8652,2,4,37760.0,55,20,84,5,38,150,12,28,2,4,1,6,7,0,0,79,317,0,1
1672,4,4,65640.0,487,74,204,7,149,20,15,66,1,5,1,8,2,0,0,51,461,1,2
8962,3,1,44319.0,559,18,26,0,8,0,0,3,2,2,0,3,5,0,0,50,37,2,1
9974,2,1,30631.0,460,75,15,6,20,4,5,20,1,3,1,2,7,0,0,51,70,1,1
10983,2,4,75278.0,169,17,304,98,230,150,74,74,1,6,3,13,3,0,0,73,930,0,0
8148,3,4,50898.0,339,88,285,28,242,55,114,135,13,6,2,12,5,0,0,69,859,2,3
10102,2,5,79946.0,650,19,395,183,565,166,141,28,1,5,11,5,3,0,0,59,1478,0,0
4697,3,0,35416.0,293,62,248,3,81,4,3,51,3,7,1,5,8,0,0,76,390,0,3
9262,0,4,32414.0,230,11,20,6,5,0,9,12,1,1,0,3,7,0,0,41,52,0,1
7254,2,4,38361.0,480,74,39,0,56,20,8,14,3,3,1,3,7,0,0,56,137,1,1
4543,2,1,82497.0,99,32,777,129,573,216,21,203,1,2,7,9,4,0,0,45,1919,0,0
10451,2,4,29672.0,456,6,9,1,3,0,4,8,1,0,0,3,6,0,0,60,25,2,1
2926,3,4,55951.0,47,62,1241,0,80,0,13,40,3,3,6,11,8,0,0,73,1374,1,2
2874,0,0,35388.0,312,20,6,4,7,4,3,8,1,1,0,3,7,0,0,37,32,1,1
9738,3,4,42386.0,155,43,65,4,16,0,4,11,1,3,0,3,8,0,0,39,100,1,1
7119,2,3,68627.0,454,45,395,15,263,60,54,38,1,2,3,6,1,0,0,43,825,0,2
3924,4,0,57912.0,534,34,801,0,80,0,0,35,5,8,3,12,5,0,0,60,916,1,2
5827,2,0,35246.0,558,53,36,0,12,2,2,10,4,3,1,3,5,0,0,67,62,2,1
5596,0,4,58821.0,463,44,513,14,154,19,0,28,1,9,2,9,6,0,0,69,728,1,2
10812,4,1,46377.0,487,89,37,0,46,4,3,0,1,2,1,3,4,0,0,47,90,1,1
1717,2,3,39747.0,555,43,80,15,93,20,13,52,3,5,1,4,8,0,0,37,273,1,1
9491,2,4,23976.0,480,68,14,1,21,2,3,25,3,3,1,3,7,0,0,41,66,1,1
9274,3,1,80950.0,221,44,525,147,112,219,147,63,1,6,7,9,2,0,0,64,1213,0,0
6609,2,5,27038.0,64,64,1,26,25,17,23,15,1,3,0,3,9,0,1,59,107,0,1
6963,2,3,77457.0,575,85,675,11,400,15,45,11,1,2,5,10,1,0,0,78,1157,0,2
4440,3,1,64100.0,405,93,509,0,27,0,0,10,1,8,3,6,7,0,0,61,546,1,3
1379,3,4,42670.0,248,12,154,2,46,20,4,15,1,4,2,4,4,0,0,33,241,0,1
2826,2,1,22574.0,424,28,25,0,8,2,0,2,2,2,0,3,7,0,0,58,37,3,1
6320,3,3,70893.0,282,42,768,44,561,77,44,14,1,6,6,10,3,0,0,49,1508,0,0
3050,2,1,54198.0,470,13,185,0,28,3,2,17,6,3,1,6,4,0,0,59,235,2,3
